"key";"label";"required";"nl";"fr";"en";"de";"es";"pl";"pt";"tr"
"legal.privacy.updated";"Privacybeleid · datum bijgewerkt";"true";"20 augustus 2026";"20 août 2026";"20 August 2026";"20. August 2026";"20 de agosto de 2026";"20 sierpnia 2026 r";"20 de agosto de 2026";"20 Ağustos 2026"
"legal.privacy.controller.toc";"Privacybeleid · Verwerkingsverantwoordelijke · label in inhoudsopgave";"true";"Verwerkingsverantwoordelijke";"Responsable du traitement";"Controller";"Verantwortlicher";"Responsable del tratamiento";"Administrator danych";"Responsável pelo tratamento";"Veri sorumlusu"
"legal.privacy.controller.title";"Privacybeleid · Verwerkingsverantwoordelijke · titel";"true";"1. Wie is verantwoordelijk?";"1. Qui est responsable ?";"1. Who is responsible?";"1. Wer ist verantwortlich?";"1. ¿Quién es responsable?";"1. Kto jest odpowiedzialny?";"1. Quem é o responsável?";"1. Kim sorumlu?"
"legal.privacy.controller.p1";"Privacybeleid · Verwerkingsverantwoordelijke · alinea 1";"true";"Enrosed BV is de verwerkingsverantwoordelijke voor de op deze pagina beschreven persoonsgegevens. Dit beleid heeft betrekking op de groothandelswebsite Enrosed, directe offerteaanvragen en gerelateerde zakelijke communicatie.";"Enrosed BV est le responsable du traitement des données personnelles décrites sur cette page. Cette politique couvre le site Web de vente en gros Enrosed, les demandes de devis directes et les communications commerciales associées.";"Enrosed BV is the controller for the personal data described on this page. This policy covers the Enrosed wholesale website, direct quotation requests and related business communication.";"Enrosed BV ist der Verantwortliche für die auf dieser Seite beschriebenen personenbezogenen Daten. Diese Richtlinie gilt für die Großhandelswebsite Enrosed, direkte Angebotsanfragen und die damit verbundene Geschäftskommunikation.";"Enrosed BV es responsable del tratamiento de los datos personales descritos en esta página. Esta política abarca el sitio web mayorista de Enrosed, las solicitudes directas de presupuesto y las comunicaciones comerciales relacionadas.";"Administratorem danych osobowych opisanych na tej stronie jest Enrosed BV. Niniejsza polityka obejmuje witrynę hurtową Enrosed, bezpośrednie zapytania ofertowe i powiązaną komunikację biznesową.";"A Enrosed BV é a responsável pelo tratamento dos dados pessoais descritos nesta página. Esta política abrange o website grossista da Enrosed, os pedidos diretos de proposta e as comunicações comerciais relacionadas.";"Enrosed BV, bu sayfada açıklanan kişisel verilerin denetleyicisidir. Bu politika, Enrosed toptan satış web sitesini, doğrudan fiyat teklifi taleplerini ve ilgili iş iletişimlerini kapsar."
"legal.privacy.controller.company";"Privacybeleid · Verwerkingsverantwoordelijke · Bedrijf";"true";"Bedrijf";"Société";"Company";"Unternehmen";"Empresa";"Firma";"Empresa";"Şirket"
"legal.privacy.controller.address";"Privacybeleid · Verwerkingsverantwoordelijke · adres";"true";"Adres";"Adresse";"Address";"Adresse";"Dirección";"Adres";"Morada";"Adres"
"legal.privacy.controller.vat";"Privacybeleid · Verwerkingsverantwoordelijke · btw-nummer";"true";"BTW";"TVA";"VAT";"MwSt";"IVA";"VAT";"IVA";"KDV"
"legal.privacy.controller.email";"Privacybeleid · Verwerkingsverantwoordelijke · e-mailadres";"true";"E-mail";"E-mail";"Email";"E-Mail";"Correo electrónico";"E-mail";"E-mail";"E-posta"
"legal.privacy.controller.phone";"Privacybeleid · Verwerkingsverantwoordelijke · telefoonnummer";"true";"Telefoon";"Téléphone";"Phone";"Telefon";"Teléfono";"Telefon";"Telefone";"Telefon"
"legal.privacy.data.toc";"Privacybeleid · Verzamelde gegevens · label in inhoudsopgave";"true";"Gegevens die wij verwerken";"Données que nous traitons";"Data we process";"Daten, die wir verarbeiten";"Datos que procesamos";"Dane, które przetwarzamy";"Dados que tratamos";"İşlediğimiz veriler"
"legal.privacy.data.title";"Privacybeleid · Verzamelde gegevens · titel";"true";"2. Gegevens die wij verwerken";"2. Données que nous traitons";"2. Data we process";"2. Von uns verarbeitete Daten";"2. Datos que procesamos";"2. Dane, które przetwarzamy";"2. Dados que tratamos";"2. İşlediğimiz veriler"
"legal.privacy.data.p1";"Privacybeleid · Verzamelde gegevens · alinea 1";"true";"Afhankelijk van hoe u contact opneemt met of werkt met Enrosed, kan dit het volgende omvatten:";"Selon la manière dont vous contactez ou travaillez avec Enrosed, cela peut inclure :";"Depending on how you contact or work with Enrosed, this can include:";"Je nachdem, wie Sie Enrosed kontaktieren oder mit ihm zusammenarbeiten, kann dies Folgendes umfassen:";"Dependiendo de cómo contacte o trabaje con Enrosed, esto puede incluir:";"W zależności od tego, jak kontaktujesz się z użytkownikiem Enrosed lub jak z nim współpracujesz, może to obejmować:";"Consoante a forma como contacta ou trabalha com a Enrosed, estes dados podem incluir:";"Enrosed ile nasıl iletişim kurduğunuza veya onunla nasıl çalıştığınıza bağlı olarak bu şunları içerebilir:"
"legal.privacy.data.item1";"Privacybeleid · Verzamelde gegevens · item 1";"true";"naam, zakelijk e-mailadres, telefoonnummer en functie;";"Nom, adresse e-mail professionnelle, numéro de téléphone et fonction professionnelle ;";"name, business email address, telephone number and job function;";"Name, geschäftliche E-Mail-Adresse, Telefonnummer und berufliche Funktion;";"nombre, dirección de correo electrónico comercial, número de teléfono y función laboral;";"imię i nazwisko, służbowy adres e-mail, numer telefonu i stanowisko;";"Nome, endereço de e-mail comercial, número de telefone e cargo;";"adı, iş e-posta adresi, telefon numarası ve iş işlevi;"
"legal.privacy.data.item2";"Privacybeleid · Verzamelde gegevens · item 2";"true";"bedrijfsnaam, BTW-nummer, factuur- en leveringsgegevens;";"Nom de la société, numéro de TVA, détails de facturation et de livraison ;";"company name, VAT number, billing and delivery details;";"Firmenname, Umsatzsteuer-Identifikationsnummer, Rechnungs- und Lieferdetails;";"razón social, número de IVA, datos de facturación y entrega;";"nazwa firmy, numer VAT, szczegóły rozliczenia i dostawy;";"Nome da empresa, número de contribuinte, dados de faturação e entrega;";"şirket adı, KDV numarası, fatura ve teslimat ayrıntıları;"
"legal.privacy.data.item3";"Privacybeleid · Verzamelde gegevens · item 3";"true";"producten, kleuren, aantallen, leveringsvoorkeuren en gewenste data;";"Produits, couleurs, quantités, préférences de livraison et dates demandées ;";"products, colours, quantities, delivery preferences and requested dates;";"Produkte, Farben, Mengen, Lieferpräferenzen und Wunschtermine;";"Productos, colores, cantidades, preferencias de entrega y fechas solicitadas;";"produkty, kolory, ilości, preferencje dotyczące dostawy i żądane daty;";"Produtos, cores, quantidades, preferências de entrega e datas solicitadas;";"ürünleri, renkleri, adetleri, teslimat tercihleri ve talep edilen tarihler;"
"legal.privacy.data.item4";"Privacybeleid · Verzamelde gegevens · item 4";"true";"correspondentie, offertes, ordergegevens en betalingsadministratie;";"Correspondance, devis, détails des commandes et administration des paiements ;";"correspondence, quotations, order details and payment administration;";"Korrespondenz, Angebote, Bestelldetails und Zahlungsverwaltung;";"correspondencia, presupuestos, detalles de pedidos y administración de pagos;";"korespondencja, wyceny, szczegóły zamówień i administracja płatnościami;";"correspondência, orçamentos, detalhes de encomendas e administração de pagamentos;";"yazışmaları, fiyat teklifleri, sipariş ayrıntıları ve ödeme yönetimi;"
"legal.privacy.data.item5";"Privacybeleid · Verzamelde gegevens · item 5";"true";"technische beveiligingslogboeken zoals IP-adres, browserinformatie en verzoektijd.";"Journaux de sécurité technique tels que l'adresse IP, les informations du navigateur et l'heure de la demande.";"technical security logs such as IP address, browser information and request time.";"technische Sicherheitsprotokolle wie IP-Adresse, Browserinformationen und Anfragezeit.";"Registros técnicos de seguridad, como dirección IP, información del navegador y hora de solicitud.";"Dzienniki bezpieczeństwa technicznego, takie jak adres IP, informacje o przeglądarce i czas żądania.";"Registos técnicos de segurança, como o endereço IP, as informações do navegador e a hora do pedido.";"IP adresi, tarayıcı bilgileri ve istek zamanı gibi teknik güvenlik günlükleri."
"legal.privacy.data.p2";"Privacybeleid · Verzamelde gegevens · alinea 2";"true";"Deze website bevat een offerteformulier voor groothandels. Wanneer u het verstuurt, verwerkt Enrosed uw bedrijfs- en contactgegevens, geselecteerde producten en aantallen, leveringsbestemming, BTW-nummer en eventuele opmerkingen om uw offerte op te stellen en op te volgen.";"Ce site propose un formulaire de demande de devis grossiste. Lorsque vous l’envoyez, Enrosed traite les coordonnées de votre entreprise et de votre contact, les produits et quantités sélectionnés, la destination de livraison, le numéro de TVA et vos éventuelles remarques afin de préparer et de suivre votre devis.";"This website provides an onsite wholesale quotation form. When you submit it, Enrosed processes your company and contact details, selected products and quantities, delivery destination, VAT number and any notes to prepare and follow up your quotation.";"Diese Website stellt ein Formular für Großhandelsangebote bereit. Wenn Sie es absenden, verarbeitet Enrosed Ihre Unternehmens- und Kontaktdaten, die ausgewählten Produkte und Mengen, den Lieferort, die Umsatzsteuer-Identifikationsnummer und etwaige Anmerkungen, um Ihr Angebot zu erstellen und nachzuverfolgen.";"Este sitio web ofrece un formulario de solicitud de presupuesto mayorista. Al enviarlo, Enrosed trata los datos de su empresa y de contacto, los productos y las cantidades seleccionados, el destino del envío, el número de IVA y cualquier nota para preparar y gestionar su presupuesto.";"Ta strona zawiera formularz zapytania o ofertę hurtową. Po jego wysłaniu Enrosed przetwarza dane firmy i dane kontaktowe, wybrane produkty i ilości, miejsce dostawy, numer VAT oraz ewentualne uwagi w celu przygotowania i obsługi oferty.";"Este website disponibiliza um formulário de pedido de orçamento para grossistas. Ao enviá-lo, a Enrosed trata os dados da empresa e de contacto, os produtos e quantidades selecionados, o destino da entrega, o número de IVA e eventuais observações para preparar e acompanhar o orçamento.";"Bu web sitesinde toptan satış teklif formu sunulur. Formu gönderdiğinizde Enrosed; teklifinizi hazırlamak ve takip etmek için şirket ve iletişim bilgilerinizi, seçilen ürünleri ve miktarları, teslimat yerini, KDV numarasını ve notlarınızı işler."
"legal.privacy.purposes.toc";"Privacybeleid · Doeleinden en rechtsgronden · label in inhoudsopgave";"true";"Doeleinden en rechtsgrondslagen";"Finalités et bases juridiques";"Purposes & legal bases";"Zwecke & Rechtsgrundlagen";"Finalidades y bases legales";"Cele i podstawy prawne";"Finalidades e bases legais";"Amaçlar ve yasal dayanaklar"
"legal.privacy.purposes.title";"Privacybeleid · Doeleinden en rechtsgronden · titel";"true";"3. Waarom we gegevens gebruiken";"3. Pourquoi utilisons-nous les données";"3. Why we use data";"3. Warum wir Daten verwenden";"3. Por qué utilizamos datos";"3. Dlaczego wykorzystujemy dane";"3. Porque usamos dados";"3. Verileri neden kullanıyoruz?"
"legal.privacy.purposes.p1";"Privacybeleid · Doeleinden en rechtsgronden · alinea 1";"true";"Enrosed verwerkt gegevens alleen als er een geldige reden is, waaronder:";"Enrosed traite les données uniquement lorsqu'il existe une raison valable, notamment :";"Enrosed processes data only where there is a valid reason, including:";"Enrosed verarbeitet Daten nur, wenn ein gültiger Grund vorliegt, einschließlich:";"Enrosed procesa datos solo cuando existe un motivo válido, que incluye:";"Enrosed przetwarza dane tylko wtedy, gdy istnieje ważny powód, w tym:";"Enrosed processa dados apenas quando existe um motivo válido, incluindo:";"Enrosed, verileri yalnızca aşağıdakiler dahil geçerli bir nedenin olduğu durumlarda işler:"
